Name,Email,Phone,WhatsApp Number,Status,Source,Budget Min,Budget Max,Preferred Location,Property Type,Bedroom,Tier,Notes
Lead User 1161,lead1161@example.com,9000001160,9000001160,new,facebook,7100000,8400000,Mumbai,3 BHK,3,high,Auto-generated lead 1161 interested in 3 BHK at Mumbai.
Lead User 1162,lead1162@example.com,9000001161,9000001161,qualified,referral,4100000,6000000,Hyderabad,Villa,2,low,Auto-generated lead 1162 interested in Villa at Hyderabad.
Lead User 1163,lead1163@example.com,9000001162,9000001162,lost,facebook,5100000,6300000,Bangalore,2 BHK,1,medium,Auto-generated lead 1163 interested in 2 BHK at Bangalore.
Lead User 1164,lead1164@example.com,9000001163,9000001163,new,google_ads,3200000,6000000,Bangalore,1 BHK,3,medium,Auto-generated lead 1164 interested in 1 BHK at Bangalore.
Lead User 1165,lead1165@example.com,9000001164,9000001164,qualified,referral,6400000,8600000,Delhi,3 BHK,1,medium,Auto-generated lead 1165 interested in 3 BHK at Delhi.
Lead User 1166,lead1166@example.com,9000001165,9000001165,qualified,referral,7500000,11800000,Mumbai,4 BHK,2,low,Auto-generated lead 1166 interested in 4 BHK at Mumbai.
Lead User 1167,lead1167@example.com,9000001166,9000001166,lost,website,4100000,8400000,Pune,Villa,1,high,Auto-generated lead 1167 interested in Villa at Pune.
Lead User 1168,lead1168@example.com,9000001167,9000001167,new,website,5000000,7300000,Pune,3 BHK,4,medium,Auto-generated lead 1168 interested in 3 BHK at Pune.
Lead User 1169,lead1169@example.com,9000001168,9000001168,lost,google_ads,6100000,10200000,Pune,3 BHK,3,medium,Auto-generated lead 1169 interested in 3 BHK at Pune.
Lead User 1170,lead1170@example.com,9000001169,9000001169,qualified,website,6400000,8300000,Delhi,3 BHK,4,low,Auto-generated lead 1170 interested in 3 BHK at Delhi.
Lead User 1171,lead1171@example.com,9000001170,9000001170,qualified,website,6700000,11300000,Pune,4 BHK,5,medium,Auto-generated lead 1171 interested in 4 BHK at Pune.
Lead User 1172,lead1172@example.com,9000001171,9000001171,new,website,5900000,8300000,Hyderabad,Villa,4,high,Auto-generated lead 1172 interested in Villa at Hyderabad.
Lead User 1173,lead1173@example.com,9000001172,9000001172,new,facebook,4100000,6100000,Hyderabad,2 BHK,5,medium,Auto-generated lead 1173 interested in 2 BHK at Hyderabad.
Lead User 1174,lead1174@example.com,9000001173,9000001173,new,facebook,7400000,8500000,Pune,4 BHK,1,low,Auto-generated lead 1174 interested in 4 BHK at Pune.
Lead User 1175,lead1175@example.com,9000001174,9000001174,contacted,referral,6100000,7900000,Pune,Penthouse,1,high,Auto-generated lead 1175 interested in Penthouse at Pune.
Lead User 1176,lead1176@example.com,9000001175,9000001175,contacted,facebook,4000000,8100000,Hyderabad,Penthouse,2,high,Auto-generated lead 1176 interested in Penthouse at Hyderabad.
Lead User 1177,lead1177@example.com,9000001176,9000001176,contacted,website,5600000,7300000,Mumbai,3 BHK,2,low,Auto-generated lead 1177 interested in 3 BHK at Mumbai.
Lead User 1178,lead1178@example.com,9000001177,9000001177,contacted,google_ads,6700000,9800000,Delhi,Penthouse,3,low,Auto-generated lead 1178 interested in Penthouse at Delhi.
Lead User 1179,lead1179@example.com,9000001178,9000001178,new,facebook,6200000,9500000,Pune,Villa,4,high,Auto-generated lead 1179 interested in Villa at Pune.
Lead User 1180,lead1180@example.com,9000001179,9000001179,qualified,facebook,7900000,11000000,Delhi,1 BHK,2,low,Auto-generated lead 1180 interested in 1 BHK at Delhi.
Lead User 1181,lead1181@example.com,9000001180,9000001180,contacted,website,4400000,8800000,Pune,Penthouse,5,low,Auto-generated lead 1181 interested in Penthouse at Pune.
Lead User 1182,lead1182@example.com,9000001181,9000001181,lost,facebook,6500000,8900000,Mumbai,3 BHK,5,medium,Auto-generated lead 1182 interested in 3 BHK at Mumbai.
Lead User 1183,lead1183@example.com,9000001182,9000001182,contacted,facebook,6800000,10800000,Mumbai,1 BHK,1,high,Auto-generated lead 1183 interested in 1 BHK at Mumbai.
Lead User 1184,lead1184@example.com,9000001183,9000001183,qualified,google_ads,3100000,7300000,Bangalore,Villa,3,low,Auto-generated lead 1184 interested in Villa at Bangalore.
Lead User 1185,lead1185@example.com,9000001184,9000001184,contacted,facebook,4600000,6400000,Mumbai,1 BHK,3,medium,Auto-generated lead 1185 interested in 1 BHK at Mumbai.
Lead User 1186,lead1186@example.com,9000001185,9000001185,lost,website,6500000,11000000,Mumbai,2 BHK,2,medium,Auto-generated lead 1186 interested in 2 BHK at Mumbai.
Lead User 1187,lead1187@example.com,9000001186,9000001186,new,referral,4500000,7500000,Pune,1 BHK,4,low,Auto-generated lead 1187 interested in 1 BHK at Pune.
Lead User 1188,lead1188@example.com,9000001187,9000001187,contacted,website,3800000,4800000,Bangalore,Villa,1,medium,Auto-generated lead 1188 interested in Villa at Bangalore.
Lead User 1189,lead1189@example.com,9000001188,9000001188,contacted,website,7000000,12000000,Pune,Villa,4,medium,Auto-generated lead 1189 interested in Villa at Pune.
Lead User 1190,lead1190@example.com,9000001189,9000001189,lost,referral,3800000,7600000,Delhi,2 BHK,2,medium,Auto-generated lead 1190 interested in 2 BHK at Delhi.
Lead User 1191,lead1191@example.com,9000001190,9000001190,lost,facebook,3900000,7600000,Delhi,3 BHK,5,high,Auto-generated lead 1191 interested in 3 BHK at Delhi.
Lead User 1192,lead1192@example.com,9000001191,9000001191,contacted,website,3800000,6300000,Bangalore,4 BHK,5,medium,Auto-generated lead 1192 interested in 4 BHK at Bangalore.
Lead User 1193,lead1193@example.com,9000001192,9000001192,qualified,google_ads,6900000,9600000,Pune,2 BHK,1,low,Auto-generated lead 1193 interested in 2 BHK at Pune.
Lead User 1194,lead1194@example.com,9000001193,9000001193,contacted,referral,4200000,8700000,Pune,1 BHK,3,high,Auto-generated lead 1194 interested in 1 BHK at Pune.
Lead User 1195,lead1195@example.com,9000001194,9000001194,lost,google_ads,3600000,4700000,Pune,3 BHK,3,low,Auto-generated lead 1195 interested in 3 BHK at Pune.
Lead User 1196,lead1196@example.com,9000001195,9000001195,lost,website,4600000,8300000,Pune,1 BHK,1,medium,Auto-generated lead 1196 interested in 1 BHK at Pune.
Lead User 1197,lead1197@example.com,9000001196,9000001196,lost,referral,3600000,7600000,Delhi,3 BHK,1,medium,Auto-generated lead 1197 interested in 3 BHK at Delhi.
Lead User 1198,lead1198@example.com,9000001197,9000001197,qualified,google_ads,6900000,9000000,Bangalore,3 BHK,2,medium,Auto-generated lead 1198 interested in 3 BHK at Bangalore.
Lead User 1199,lead1199@example.com,9000001198,9000001198,lost,website,6000000,9000000,Bangalore,1 BHK,4,low,Auto-generated lead 1199 interested in 1 BHK at Bangalore.
Lead User 1200,lead1200@example.com,9000001199,9000001199,new,website,7200000,11800000,Hyderabad,Penthouse,2,low,Auto-generated lead 1200 interested in Penthouse at Hyderabad.
Lead User 1201,lead1201@example.com,9000001200,9000001200,new,referral,3800000,5500000,Hyderabad,Penthouse,4,medium,Auto-generated lead 1201 interested in Penthouse at Hyderabad.
Lead User 1202,lead1202@example.com,9000001201,9000001201,new,referral,7300000,10000000,Mumbai,Villa,5,high,Auto-generated lead 1202 interested in Villa at Mumbai.
Lead User 1203,lead1203@example.com,9000001202,9000001202,contacted,google_ads,5400000,9600000,Pune,Penthouse,3,low,Auto-generated lead 1203 interested in Penthouse at Pune.
Lead User 1204,lead1204@example.com,9000001203,9000001203,lost,website,3500000,6700000,Delhi,Villa,1,high,Auto-generated lead 1204 interested in Villa at Delhi.
Lead User 1205,lead1205@example.com,9000001204,9000001204,qualified,website,3700000,5400000,Pune,4 BHK,5,low,Auto-generated lead 1205 interested in 4 BHK at Pune.
Lead User 1206,lead1206@example.com,9000001205,9000001205,new,referral,6500000,11000000,Delhi,Penthouse,4,high,Auto-generated lead 1206 interested in Penthouse at Delhi.
Lead User 1207,lead1207@example.com,9000001206,9000001206,contacted,referral,6500000,9200000,Pune,1 BHK,4,medium,Auto-generated lead 1207 interested in 1 BHK at Pune.
Lead User 1208,lead1208@example.com,9000001207,9000001207,new,google_ads,5400000,6900000,Mumbai,Penthouse,4,high,Auto-generated lead 1208 interested in Penthouse at Mumbai.
Lead User 1209,lead1209@example.com,9000001208,9000001208,lost,website,5300000,10300000,Hyderabad,1 BHK,1,low,Auto-generated lead 1209 interested in 1 BHK at Hyderabad.
Lead User 1210,lead1210@example.com,9000001209,9000001209,contacted,facebook,4600000,5700000,Hyderabad,Villa,5,low,Auto-generated lead 1210 interested in Villa at Hyderabad.
Lead User 1211,lead1211@example.com,9000001210,9000001210,qualified,google_ads,6800000,10400000,Bangalore,2 BHK,2,low,Auto-generated lead 1211 interested in 2 BHK at Bangalore.
Lead User 1212,lead1212@example.com,9000001211,9000001211,contacted,referral,7100000,9600000,Pune,2 BHK,3,medium,Auto-generated lead 1212 interested in 2 BHK at Pune.
Lead User 1213,lead1213@example.com,9000001212,9000001212,lost,facebook,7000000,11600000,Mumbai,2 BHK,5,low,Auto-generated lead 1213 interested in 2 BHK at Mumbai.
Lead User 1214,lead1214@example.com,9000001213,9000001213,lost,website,4300000,7000000,Hyderabad,Penthouse,4,medium,Auto-generated lead 1214 interested in Penthouse at Hyderabad.
Lead User 1215,lead1215@example.com,9000001214,9000001214,contacted,facebook,4300000,5800000,Delhi,1 BHK,4,low,Auto-generated lead 1215 interested in 1 BHK at Delhi.
Lead User 1216,lead1216@example.com,9000001215,9000001215,new,website,7500000,10500000,Pune,1 BHK,3,low,Auto-generated lead 1216 interested in 1 BHK at Pune.
Lead User 1217,lead1217@example.com,9000001216,9000001216,new,referral,7800000,12400000,Hyderabad,3 BHK,5,medium,Auto-generated lead 1217 interested in 3 BHK at Hyderabad.
Lead User 1218,lead1218@example.com,9000001217,9000001217,new,google_ads,7100000,8500000,Bangalore,3 BHK,3,high,Auto-generated lead 1218 interested in 3 BHK at Bangalore.
Lead User 1219,lead1219@example.com,9000001218,9000001218,new,google_ads,3700000,6600000,Mumbai,3 BHK,2,low,Auto-generated lead 1219 interested in 3 BHK at Mumbai.
Lead User 1220,lead1220@example.com,9000001219,9000001219,contacted,google_ads,3900000,7600000,Pune,2 BHK,3,high,Auto-generated lead 1220 interested in 2 BHK at Pune.
Lead User 1221,lead1221@example.com,9000001220,9000001220,contacted,referral,4700000,6700000,Pune,3 BHK,5,high,Auto-generated lead 1221 interested in 3 BHK at Pune.
Lead User 1222,lead1222@example.com,9000001221,9000001221,qualified,facebook,6800000,8500000,Pune,Villa,4,medium,Auto-generated lead 1222 interested in Villa at Pune.
Lead User 1223,lead1223@example.com,9000001222,9000001222,qualified,google_ads,6100000,10900000,Mumbai,1 BHK,2,high,Auto-generated lead 1223 interested in 1 BHK at Mumbai.
Lead User 1224,lead1224@example.com,9000001223,9000001223,qualified,website,7100000,11000000,Hyderabad,Villa,3,high,Auto-generated lead 1224 interested in Villa at Hyderabad.
Lead User 1225,lead1225@example.com,9000001224,9000001224,lost,google_ads,5600000,9700000,Bangalore,Villa,3,low,Auto-generated lead 1225 interested in Villa at Bangalore.
Lead User 1226,lead1226@example.com,9000001225,9000001225,qualified,facebook,3900000,5200000,Pune,2 BHK,1,low,Auto-generated lead 1226 interested in 2 BHK at Pune.
Lead User 1227,lead1227@example.com,9000001226,9000001226,qualified,referral,4900000,8600000,Bangalore,Villa,4,high,Auto-generated lead 1227 interested in Villa at Bangalore.
Lead User 1228,lead1228@example.com,9000001227,9000001227,lost,referral,6300000,8000000,Delhi,1 BHK,3,low,Auto-generated lead 1228 interested in 1 BHK at Delhi.
Lead User 1229,lead1229@example.com,9000001228,9000001228,lost,website,7800000,11400000,Bangalore,1 BHK,3,medium,Auto-generated lead 1229 interested in 1 BHK at Bangalore.
Lead User 1230,lead1230@example.com,9000001229,9000001229,qualified,google_ads,6200000,10300000,Bangalore,3 BHK,2,high,Auto-generated lead 1230 interested in 3 BHK at Bangalore.
Lead User 1231,lead1231@example.com,9000001230,9000001230,contacted,referral,5200000,7400000,Bangalore,2 BHK,3,low,Auto-generated lead 1231 interested in 2 BHK at Bangalore.
Lead User 1232,lead1232@example.com,9000001231,9000001231,lost,facebook,3300000,5800000,Mumbai,2 BHK,4,low,Auto-generated lead 1232 interested in 2 BHK at Mumbai.
Lead User 1233,lead1233@example.com,9000001232,9000001232,new,website,5000000,6400000,Delhi,Penthouse,3,low,Auto-generated lead 1233 interested in Penthouse at Delhi.
Lead User 1234,lead1234@example.com,9000001233,9000001233,contacted,referral,5400000,7400000,Mumbai,1 BHK,5,high,Auto-generated lead 1234 interested in 1 BHK at Mumbai.
Lead User 1235,lead1235@example.com,9000001234,9000001234,contacted,google_ads,5100000,8100000,Mumbai,3 BHK,5,high,Auto-generated lead 1235 interested in 3 BHK at Mumbai.
Lead User 1236,lead1236@example.com,9000001235,9000001235,contacted,referral,6500000,10500000,Delhi,4 BHK,2,low,Auto-generated lead 1236 interested in 4 BHK at Delhi.
Lead User 1237,lead1237@example.com,9000001236,9000001236,contacted,website,4000000,8300000,Bangalore,Villa,3,high,Auto-generated lead 1237 interested in Villa at Bangalore.
Lead User 1238,lead1238@example.com,9000001237,9000001237,contacted,facebook,3900000,7500000,Bangalore,3 BHK,5,high,Auto-generated lead 1238 interested in 3 BHK at Bangalore.
Lead User 1239,lead1239@example.com,9000001238,9000001238,qualified,referral,4900000,8700000,Pune,3 BHK,5,low,Auto-generated lead 1239 interested in 3 BHK at Pune.
Lead User 1240,lead1240@example.com,9000001239,9000001239,new,facebook,5000000,6200000,Pune,3 BHK,3,low,Auto-generated lead 1240 interested in 3 BHK at Pune.
Lead User 1241,lead1241@example.com,9000001240,9000001240,contacted,facebook,6500000,11300000,Delhi,4 BHK,4,low,Auto-generated lead 1241 interested in 4 BHK at Delhi.
Lead User 1242,lead1242@example.com,9000001241,9000001241,lost,referral,6000000,9300000,Hyderabad,1 BHK,3,medium,Auto-generated lead 1242 interested in 1 BHK at Hyderabad.
Lead User 1243,lead1243@example.com,9000001242,9000001242,qualified,referral,4900000,8300000,Bangalore,4 BHK,2,high,Auto-generated lead 1243 interested in 4 BHK at Bangalore.
Lead User 1244,lead1244@example.com,9000001243,9000001243,contacted,google_ads,4300000,9000000,Mumbai,Penthouse,4,high,Auto-generated lead 1244 interested in Penthouse at Mumbai.
Lead User 1245,lead1245@example.com,9000001244,9000001244,lost,referral,6700000,7800000,Delhi,Penthouse,2,medium,Auto-generated lead 1245 interested in Penthouse at Delhi.
Lead User 1246,lead1246@example.com,9000001245,9000001245,qualified,facebook,3700000,7700000,Bangalore,2 BHK,5,high,Auto-generated lead 1246 interested in 2 BHK at Bangalore.
Lead User 1247,lead1247@example.com,9000001246,9000001246,contacted,google_ads,3600000,5100000,Pune,2 BHK,1,low,Auto-generated lead 1247 interested in 2 BHK at Pune.
Lead User 1248,lead1248@example.com,9000001247,9000001247,qualified,referral,3400000,7700000,Delhi,2 BHK,3,low,Auto-generated lead 1248 interested in 2 BHK at Delhi.
Lead User 1249,lead1249@example.com,9000001248,9000001248,new,facebook,7900000,10700000,Pune,1 BHK,5,low,Auto-generated lead 1249 interested in 1 BHK at Pune.
Lead User 1250,lead1250@example.com,9000001249,9000001249,lost,facebook,6100000,7500000,Mumbai,4 BHK,2,low,Auto-generated lead 1250 interested in 4 BHK at Mumbai.
Lead User 1251,lead1251@example.com,9000001250,9000001250,contacted,facebook,7300000,8400000,Pune,Villa,1,low,Auto-generated lead 1251 interested in Villa at Pune.
Lead User 1252,lead1252@example.com,9000001251,9000001251,contacted,google_ads,7500000,8900000,Bangalore,2 BHK,4,low,Auto-generated lead 1252 interested in 2 BHK at Bangalore.
Lead User 1253,lead1253@example.com,9000001252,9000001252,new,facebook,7600000,11800000,Pune,3 BHK,3,low,Auto-generated lead 1253 interested in 3 BHK at Pune.
Lead User 1254,lead1254@example.com,9000001253,9000001253,contacted,google_ads,4900000,6500000,Hyderabad,3 BHK,5,low,Auto-generated lead 1254 interested in 3 BHK at Hyderabad.
Lead User 1255,lead1255@example.com,9000001254,9000001254,new,website,7800000,12700000,Bangalore,Penthouse,1,low,Auto-generated lead 1255 interested in Penthouse at Bangalore.
Lead User 1256,lead1256@example.com,9000001255,9000001255,lost,website,3600000,7000000,Pune,2 BHK,5,low,Auto-generated lead 1256 interested in 2 BHK at Pune.
Lead User 1257,lead1257@example.com,9000001256,9000001256,qualified,referral,4900000,6700000,Pune,Penthouse,1,low,Auto-generated lead 1257 interested in Penthouse at Pune.
Lead User 1258,lead1258@example.com,9000001257,9000001257,qualified,google_ads,3800000,7800000,Mumbai,4 BHK,1,high,Auto-generated lead 1258 interested in 4 BHK at Mumbai.
Lead User 1259,lead1259@example.com,9000001258,9000001258,new,referral,6600000,8400000,Delhi,4 BHK,1,high,Auto-generated lead 1259 interested in 4 BHK at Delhi.
Lead User 1260,lead1260@example.com,9000001259,9000001259,contacted,google_ads,4800000,8500000,Delhi,Penthouse,2,high,Auto-generated lead 1260 interested in Penthouse at Delhi.
Lead User 1261,lead1261@example.com,9000001260,9000001260,qualified,referral,3000000,6800000,Mumbai,4 BHK,2,high,Auto-generated lead 1261 interested in 4 BHK at Mumbai.
Lead User 1262,lead1262@example.com,9000001261,9000001261,contacted,referral,4200000,7300000,Bangalore,4 BHK,4,medium,Auto-generated lead 1262 interested in 4 BHK at Bangalore.
Lead User 1263,lead1263@example.com,9000001262,9000001262,new,google_ads,6200000,8600000,Hyderabad,4 BHK,2,high,Auto-generated lead 1263 interested in 4 BHK at Hyderabad.
